Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
New Territory,Folkingebrew,7.00,3.78,7%,IPA - American,beer-images.beerizer.com%2Fraw%2F87%2F40%2F403764.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/new-territory--403764"", ""Beer Page"")",Netherlands,dark,light,
Hop Butcher,Ignat Brewery (Bere Noah),7.00,4.15,8.2%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F87%2F40%2F403741.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/hop-butcher--403741"", ""Beer Page"")",Romania,black,yellow,
Arrogant Brewer,Ignat Brewery (Bere Noah),6.00,3.97,6%,IPA - American,beer-images.beerizer.com%2Fraw%2F87%2F40%2F403742.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/arrogant-brewer--403742"", ""Beer Page"")",Romania,blue,white,
Pictures,Track Brewing Company,7.50,3.89,7%,IPA - American,beer-images.beerizer.com%2Fraw%2F55%2F40%2F403733.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/track-pictures--403733"", ""Beer Page"")",England,white,black,
Ceres,Polly's Brew Co.,6.20,3.86,5.5%,Pale Ale - New England / Hazy,beer-images.beerizer.com%2Fraw%2F55%2F40%2F403730.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/pollys-ceres--403730"", ""Beer Page"")",Wales,purple,white,
Glittered,Track Brewing Company,6.10,3.79,5.5%,Pale Ale - American,beer-images.beerizer.com%2Fraw%2F55%2F40%2F403737.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/track-glittered--403737"", ""Beer Page"")",England,silver,black,
Woodland Creatures,Left Handed Giant Brewing/ Uiltje Brewing Company,7.50,4.01,6.9%,Stout - Milk / Sweet,beer-images.beerizer.com%2Fraw%2F55%2F40%2F403724.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/left-handed-giant-woodland-creatures--403724"", ""Beer Page"")",England,white,black,
Twin Cities | Citra & Galaxy,Left Handed Giant Brewing,6.00,3.81,5.2%,Gluten-Free,beer-images.beerizer.com%2Fraw%2F55%2F40%2F403722.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/left-handed-giant-twin-cities-citra-galaxy--403722"", ""Beer Page"")",England,blue,white,
El Ritmo De La Noche,Mead Scientist,10.27,3.74,10%,Mead - Other,beer-images.beerizer.com%2Fraw%2F62%2F40%2F400162.jpg,"=HYPERLINK(""https://beerizer.com/shop/onlygoodbeer/el-ritmo-de-la-noche--400162"", ""Beer Page"")",Hungary,pink,white,
Cuvée de Pesga,Ca' del Brado,12.00,4.03,7.8%,Sour - Fruited,beer-images.beerizer.com%2Fraw%2F58%2F28%2F282623.jpg,"=HYPERLINK(""https://beerizer.com/shop/mutedhorn/cuvee-de-pesga--282623"", ""Beer Page"")",Italy,blue,white,
All Day,Revel Cider Company,13.50,3.96,6.7%,Cider - Other Fruit,beer-images.beerizer.com%2Fraw%2F58%2F35%2F358059.jpg,"=HYPERLINK(""https://beerizer.com/shop/mutedhorn/all-day--358059"", ""Beer Page"")",Canada,yellow,black,
"Saison d'Epeautre 0,75L",Brasserie de Blaugies,9.60,3.73,6%,Farmhouse Ale - Saison,beer-images.beerizer.com%2Fraw%2F58%2F28%2F284018.jpg,"=HYPERLINK(""https://beerizer.com/shop/mutedhorn/saison-depeautre-075l--284018"", ""Beer Page"")",Belgium,gold,black,
Thai Thai Tripel,Oedipus Brewing,3.50,3.49,8%,Belgian Tripel,beer-images.beerizer.com%2Fraw%2F36%2F5%2F57579.png,"=HYPERLINK(""https://beerizer.com/shop/melgers/thai-thai-tripel--57579"", ""Beer Page"")",Netherlands,green,white,
Weizen Doppelbock,Brauhaus Riegele,2.49,3.75,8%,Bock - Weizendoppelbock,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158489.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/riegele-weizen-doppelbock--158489"", ""Beer Page"")",Germany,white,black,
Feines Urhell,Brauhaus Riegele,2.19,3.48,4.7%,Lager - Helles,beer-images.beerizer.com%2Fraw%2F70%2F15%2F158483.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/riegele-feines-urhell--158483"", ""Beer Page"")",Germany,white,black,
Berlin Jam Erdbeer Berliner Weisse,BRLO,2.69,3.27,3.5%,Sour - Fruited Berliner Weisse,beer-images.beerizer.com%2Fraw%2F70%2F27%2F278553.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/brlo-berlin-jam-erdbeer-berliner-weisse--278553"", ""Beer Page"")",Germany,red,white,
Fuerst Wiacek Shalala DDH IPA ( 25),FUERST WIACEK,6.99,3.94,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F70%2F40%2F403713.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/fuerst-wiacek-shalala-ddh-ipa-25--403713"", ""Beer Page"")",Germany,blue,white,
Duvel,Duvel Moortgat,1.99,3.72,8.5%,Belgian Strong Golden Ale,beer-images.beerizer.com%2Fraw%2F33%2F5%2F53238.png,"=HYPERLINK(""https://beerizer.com/shop/mr_hop/duvel--53238"", ""Beer Page"")",Belgium,white,black,
Achel Dubbel,Brouwerij der Sint-Benedictusabdij De Achelse Kluis,3.20,3.67,8%,Belgian Dubbel,beer-images.beerizer.com%2Fraw%2F33%2F5%2F53192.png,"=HYPERLINK(""https://beerizer.com/shop/mr_hop/achel-dubbel--53192"", ""Beer Page"")",Belgium,blue,white,
