Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Hands of Emptiness,Azvex Brewing Company,7.25,4.05,7%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F421004.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/hands-of-emptiness--421004"", ""Beer Page"")",England,white,black,
Nighttiming,DOSKIWIS BREWING,7.75,4.05,8%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420986.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/nighttiming--420986"", ""Beer Page"")",Spain,blue,white,
Væskekatten,Salikatt Bryggeri,7.75,4.04,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420997.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/vaeskekatten--420997"", ""Beer Page"")",Norway,blue,white,
Vacances,DOSKIWIS BREWING,7.75,4.03,7.8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420988.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/vacances--420988"", ""Beer Page"")",Spain,brown,white,
Patch Notes,Bereta Brewing Co.,7.25,4.02,9.5%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420992.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/patch-notes--420992"", ""Beer Page"")",Romania,blue,white,
Obelisk,Revenant Brewing Project,7.25,4.00,8.4%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420995.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/obelisk--420995"", ""Beer Page"")",Finland,blue,white,
Ruffled,DOSKIWIS BREWING,6.16,3.99,7%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420989.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/ruffled--420989"", ""Beer Page"")",Spain,black,white,
DIPA DDH – MOSAIC / CITRA / BARBE ROUGE,Popihn,7.75,3.99,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F421001.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/dipa-ddh-mosaic-citra-barbe-rouge--421001"", ""Beer Page"")",France,white,black,
TIPA DDH – MOSAIC / SABRO,Popihn,7.75,3.99,9.6%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F421000.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/tipa-ddh-mosaic-sabro--421000"", ""Beer Page"")",France,white,black,
No Matter the Season,Bereta Brewing Co.,7.25,3.99,9.8%,IPA - Triple New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420990.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/no-matter-the-season--420990"", ""Beer Page"")",Romania,blue,white,
YOU EXIST BEYOND MY EYELIDS,Pomona Island Brew Co.,7.25,3.98,6.3%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420996.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/you-exist-beyond-my-eyelids--420996"", ""Beer Page"")",England,white,black,
True Oasis,Bereta Brewing Co.,7.00,3.95,8.3%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420991.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/true-oasis--420991"", ""Beer Page"")",Romania,white,black,
Welcome to The Pub,Folkingebrew,7.50,3.94,7.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420982.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/welcome-to-the-pub--420982"", ""Beer Page"")",Netherlands,brown,white,
Silent Hour,DOSKIWIS BREWING,7.25,3.93,7%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420987.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/silent-hour--420987"", ""Beer Page"")",Spain,blue,white,
IMPERIAL STOUT – PEATED SCOTCH WHISKY BA16 / BRAZILIAN COFFEE BEANS,Popihn,8.25,3.92,12%,Stout - Imperial / Double Coffee,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420999.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/imperial-stout-peated-scotch-whisky-ba16-brazilian-coffee-beans--420999"", ""Beer Page"")",France,black,blue,
Manticore's Sting,Pulfer Brewery,6.75,3.90,6.3%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420984.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/manticores-sting--420984"", ""Beer Page"")",Croatia,green,red,
Pure Bliss,Browar Stu Mostów,5.74,3.89,7.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420994.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/pure-bliss--420994"", ""Beer Page"")",Poland,white,black,
Golden Fog,Browar Stu Mostów,6.75,3.89,7.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420993.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/golden-fog--420993"", ""Beer Page"")",Poland,white,black,
Mechanised Doom,Azvex Brewing Company,6.16,3.87,7%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F421005.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/mechanised-doom--421005"", ""Beer Page"")",England,blue,white,
Captain Badfish,Pulfer Brewery,5.95,3.80,5.7%,Lager - IPL (India Pale Lager),beer-images.beerizer.com%2Fraw%2F73%2F42%2F420985.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/captain-badfish--420985"", ""Beer Page"")",Croatia,blue,white,
Bianca 3 Scoops Strawberry Passion Fruit Mango Lassi Gose,Omnipollo,17.15,4.17,6%,Sour - Fruited Gose,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420970.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/omnipollo-bianca-3-scoops-strawberry-passion-fruit-mango-lassi-gose--420970"", ""Beer Page"")",Sweden,unknown,unknown,
Big Pim,Omnipollo,8.30,3.86,6.2%,Pale Ale - New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420972.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/omnipollo-big-pim--420972"", ""Beer Page"")",Sweden,unknown,unknown,
Juicy Bits,Omnipollo,9.65,3.87,6.7%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420967.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/omnipollo-juicy-bits--420967"", ""Beer Page"")",Sweden,unknown,unknown,
Citra Hop Selection 2025,Omnipollo,9.55,3.87,7.5%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420966.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/omnipollo-citra-hop-selection-2025--420966"", ""Beer Page"")",Sweden,unknown,unknown,
Helles Rauchbier,Tempest Brewing Co.,5.50,3.62,4.5%,Rauchbier,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420968.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/tempest-helles-rauchbier--420968"", ""Beer Page"")",Scotland,unknown,unknown,
Flux: Phase 3,Verdant Brewing Co,10.65,4.17,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420963.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/verdant-flux-phase-3--420963"", ""Beer Page"")",England,unknown,unknown,
20 Watt Moon,Verdant Brewing Co,7.65,4.14,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420965.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/verdant-20-watt-moon--420965"", ""Beer Page"")",England,unknown,unknown,
Planets Don't Twinkle,Verdant Brewing Co,9.95,4.07,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420962.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/verdant-planets-dont-twinkle--420962"", ""Beer Page"")",England,unknown,unknown,
Flux: Phase 2,Verdant Brewing Co,8.35,4.14,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F26%2F42%2F420961.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/verdant-flux-phase-2--420961"", ""Beer Page"")",England,unknown,unknown,
Lightbulb,Verdant Brewing Co,4.90,3.73,4.5%,Pale Ale - XPA (Extra Pale),beer-images.beerizer.com%2Fraw%2F26%2F42%2F420960.webp,"=HYPERLINK(""https://beerizer.com/shop/acedrinks/verdant-lightbulb--420960"", ""Beer Page"")",England,unknown,unknown,
Dulle Teve,Brouwerij De Dolle Brouwers,4.00,3.75,10%,Belgian Tripel,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-DulleTeveMadBitch_354.jpeg,"=HYPERLINK(""https://beerizer.com/shop/hopsnmore/dulle-teve--420958"", ""Beer Page"")",Belgium,blue,yellow,
Double Black Mash (2025) Original Version,Amager Bryghus,10.99,4.19,12%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420955.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/double-black-mash-2025-original-version--420955"", ""Beer Page"")",Denmark,black,white,
RETRO CHEETAH,Blech.Brut,6.99,3.94,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420949.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/retro-cheetah--420949"", ""Beer Page"")",Germany,blue,white,
Magalomania,Amager Bryghus,7.49,3.74,12%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420950.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/magalomania--420950"", ""Beer Page"")",Denmark,dark,red,
SOUL SPROUTS,Blech.Brut 8 Bit,5.79,3.71,5.7%,Rauchbier,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420944.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/soul-sprouts--420944"", ""Beer Page"")",Germany,white,black,
BOO BLOOMS,Blech.Brut 8 Bit,4.29,3.68,5.7%,Rauchbier,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420945.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/boo-blooms--420945"", ""Beer Page"")",Germany,brown,white,
WitteWit,Amager Bryghus,4.99,3.32,5%,Wheat Beer - Witbier / Blanche,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420952.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/wittewit--420952"", ""Beer Page"")",Denmark,orange,white,
Zillertal Weissbier,Zillertal Bier,3.20,3.55,5%,Wheat Beer - Hefeweizen,beer-images.beerizer.com%2Fraw%2F27%2F28%2F284610.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/zillertal-weissbier--284610"", ""Beer Page"")",Austria,white,black,
St. Feuillien Bruin,Brasserie St-Feuillien,2.85,3.51,8.5%,Belgian Dubbel,beer-images.beerizer.com%2Fraw%2F27%2F4%2F41557.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/st-feuillien-bruin--41557"", ""Beer Page"")",Belgium,white,black,
Mango,Mongozo,2.45,3.27,3.6%,Fruit Beer,beer-images.beerizer.com%2Fraw%2F27%2F4%2F41661.jpg,"=HYPERLINK(""https://beerizer.com/shop/speciaalbierpakket/mongozo-mango--41661"", ""Beer Page"")",Belgium,gold,black,
Belvedère Bock,De Gekroonde Merlet,3.45,3.65,8.1%,Bock - Doppelbock,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-5536391_cd796_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/belvedere-bock--253419"", ""Beer Page"")",Netherlands,black,white,
Anderson's Seven Seas of Rye Fiji Rum BA,Anderson's Craft Beer,9.50,4.03,12%,Stout - Imperial / Double,beer-images.beerizer.com%2Fraw%2F94%2F42%2F420943.jpg,"=HYPERLINK(""https://beerizer.com/shop/verdins/andersons-seven-seas-of-rye-fiji-rum-ba--420943"", ""Beer Page"")",Estonia,white,black,
Flux: Phase 3,Verdant Brewing Co,10.99,4.17,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420937.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/flux-phase-3--420937"", ""Beer Page"")",England,blue,yellow,
Flux: Phase 2,Verdant Brewing Co,8.49,4.14,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420938.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/flux-phase-2--420938"", ""Beer Page"")",England,blue,white,
20 Watt Moon,Verdant Brewing Co,7.79,4.14,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420941.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/20-watt-moon--420941"", ""Beer Page"")",England,blue,white,
Unlike Stars,Verdant Brewing Co,7.99,4.12,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420936.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/unlike-stars--420936"", ""Beer Page"")",England,dark,white,
Planets Don't Twinkle – Galaxy Single Hop DIPA,Verdant Brewing Co,9.99,4.07,8%,IPA - Imperial / Double New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420935.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/planets-dont-twinkle-galaxy-single-hop-dipa--420935"", ""Beer Page"")",England,black,white,
10 Watt Moon,Verdant Brewing Co,5.99,3.91,4.5%,Pale Ale - New England / Hazy,beer-images.beerizer.com%2Fraw%2F75%2F42%2F420942.png,"=HYPERLINK(""https://beerizer.com/shop/rebelbeercans/10-watt-moon--420942"", ""Beer Page"")",England,blue,white,
Chromatic Chameleon,Sibeeria,7.00,3.97,6%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420931.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/chromatic-chameleon--420931"", ""Beer Page"")",Czech Republic,black,white,
Sure Listen,Whiplash,5.40,3.89,8.2%,IPA - Imperial / Double,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420934.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/sure-listen--420934"", ""Beer Page"")",Ireland,yellow,black,
Hop Digger,Sibeeria,6.75,3.71,6%,IPA - American,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420930.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/hop-digger--420930"", ""Beer Page"")",Czech Republic,black,white,
Boneless,Neon Raptor Brewing Co.,5.74,3.70,6.8%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F73%2F42%2F420932.png,"=HYPERLINK(""https://beerizer.com/shop/hopsandhopes/boneless--420932"", ""Beer Page"")",England,blue,white,
