Name,Brewery,Price,Rating,ABV,Style,Image_File,URL,Country,Label_Color,Text_Color,Analysis_Error
Patrons Project 42.05 Golden Axis,Northern Monk,7.30,3.93,7%,IPA - New Zealand,beer-images.beerizer.com%2Fraw%2F55%2F39%2F397804.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/northern-monk-patrons-project-4205-golden-axis--397804"", ""Beer Page"")",England,black,silver,
Fresh Fest 2025,Northern Monk,6.30,3.90,6.5%,IPA - New England / Hazy,beer-images.beerizer.com%2Fraw%2F55%2F39%2F397803.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/northern-monk-fresh-fest-2025--397803"", ""Beer Page"")",England,black,white,
Vat 108,Brouwerij Boon,12.95,4.16,8%,Lambic - Gueuze,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-2262496_95a38_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/vat-108--397800"", ""Beer Page"")",Belgium,black,white,
Strawberry Cheesecake Pastry Sour,Lobik,5.10,3.60,6.5%,Sour - Smoothie / Pastry,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6141814_4f2d0_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/strawberry-cheesecake-pastry-sour--397799"", ""Beer Page"")",Slovenia,pink,white,
Pastry Factory Cheese Cake Pastry Stout,Moersleutel Craft Brewery,8.10,3.89,10%,Stout - Imperial / Double Pastry,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6106904_77dc0_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/pastry-factory-cheese-cake-pastry-stout--397794"", ""Beer Page"")",Netherlands,white,black,
Siren x Green Cheek Every Minute Matters... Five Years Later,Green Cheek Beer Company/ Siren Craft Brew,6.70,3.89,7.2%,IPA - American,beer-images.beerizer.com%2Fraw%2F55%2F39%2F397715.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/siren-x-green-cheek-every-minute-matters-five-years-later--397715"", ""Beer Page"")",United States,blue,white,
Papanero French Whisky Barrels Imp. Stout,Ritual Lab,9.95,4.18,12.5%,Stout - Imperial / Double,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6094423_f469b_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/papanero-french-whisky-barrels-imp-stout--397710"", ""Beer Page"")",Italy,black,white,
Echo Chamber Imp. Stout,Two Chefs Brewing,5.10,3.78,12%,Stout - Imperial / Double,assets.untappd.com%2Fsite%2Fbeer_logos%2Fbeer-6120652_a1bdd_sm.jpeg,"=HYPERLINK(""https://beerizer.com/shop/melgers/echo-chamber-imp-stout--397711"", ""Beer Page"")",Netherlands,black,white,
Kasteel Trignac XII (2022),Kasteel Brouwerij Vanhonsebrouck,31.10,4.09,12%,Belgian Tripel,beer-images.beerizer.com%2Fraw%2F55%2F39%2F397674.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/kasteel-trignac-xii-2022--397674"", ""Beer Page"")",Belgium,brown,white,
Bourgogne Des Flandres Belgian Grape Ale,Bourgogne des Flandres,27.70,3.75,7.6%,Grape Ale - Other,beer-images.beerizer.com%2Fraw%2F55%2F39%2F397675.jpg,"=HYPERLINK(""https://beerizer.com/shop/radbeer/bourgogne-des-flandres-belgian-grape-ale--397675"", ""Beer Page"")",Belgium,blue,white,
Spezial,Brauerei Simon,1.90,3.35,5.6%,Lager - Rotbier,beer-images.beerizer.com%2Fraw%2F59%2F10%2F101126.png,"=HYPERLINK(""https://beerizer.com/shop/hier_gibts_bier/simon-spezial--101126"", ""Beer Page"")",Germany,gold,white,
Bayreuther Hefe-Weissbier,Bayreuther Bierbrauerei,1.67,3.60,5.3%,Wheat Beer - Hefeweizen,beer-images.beerizer.com%2Fraw%2F70%2F19%2F199782.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/bayreuther-hefe-weissbier--199782"", ""Beer Page"")",Germany,white,blue,
Störtebeker Hanse-Porter Alkoholfrei,Störtebeker Braumanufaktur,2.19,3.16,0.5%,Non-Alcoholic - Porter / Stout,beer-images.beerizer.com%2Fraw%2F70%2F38%2F386264.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/stortebeker-hanse-porter-alkoholfrei--386264"", ""Beer Page"")",Germany,black,white,
Störtebeker BIO Freibier Alkoholfrei,Störtebeker Braumanufaktur,2.19,2.78,0.5%,Non-Alcoholic - Lager,beer-images.beerizer.com%2Fraw%2F70%2F16%2F169508.jpg,"=HYPERLINK(""https://beerizer.com/shop/craftbeer_shop/stortebeker-bio-freibier-alkoholfrei--169508"", ""Beer Page"")",Germany,white,black,
Tart-Kaggen!,Omnipollo,18.80,4.20,13%,Porter - Imperial / Double,beer-images.beerizer.com%2Fraw%2F60%2F36%2F367896.png,"=HYPERLINK(""https://beerizer.com/shop/beermerchants/omnipollo-tart-kaggen--367896"", ""Beer Page"")",Sweden,white,black,
To Øl x Birrificio Italiano - NebulosaSingle,To Øl,7.40,3.38,5.3%,Pilsner - Italian,beer-images.beerizer.com%2Fraw%2F31%2F39%2F397642.png,"=HYPERLINK(""https://beerizer.com/shop/tool/to-ol-x-birrificio-italiano-nebulosa-single--397642"", ""Beer Page"")",Denmark,white,black,
Anniversary 10,Brouwerij Kees,5.95,3.81,10%,Stout - Other,beer-images.beerizer.com%2Fraw%2F87%2F39%2F397630.jpg,"=HYPERLINK(""https://beerizer.com/shop/hetbiermeisje/anniversary-10--397630"", ""Beer Page"")",Netherlands,black,white,
